CustomerID,Recency,Frequency,Monetary,Cluster
13548.0,95,124,349.05,0
13549.0,25,52,182.22,0
13551.0,318,4,30.6,1
13552.0,65,121,507.97,0
13555.0,73,136,324.8,0
13557.0,27,34,50.23,0
13558.0,5,175,386.66,0
13560.0,6,33,98.52,0
13561.0,215,14,49.65,1
13562.0,81,82,314.65000000000003,0
13563.0,83,49,417.13,0
13564.0,143,85,1951.9299999999998,0
13565.0,18,38,65.31,0
13566.0,40,176,332.8,0
13568.0,172,44,132.05,1
13569.0,16,85,268.02,0
13570.0,242,27,56.77,1
13571.0,12,341,588.83,4
13572.0,205,33,148.58,1
13573.0,49,26,92.23,0
13575.0,22,46,98.8,0
13576.0,9,130,416.85,0
13577.0,24,85,259.15,0
13579.0,14,23,97.99,0
13581.0,308,10,44.800000000000004,1
13583.0,155,53,106.64,1
13584.0,306,24,99.94999999999999,1
13587.0,31,11,94.53999999999999,0
13588.0,15,180,249.35,0
13589.0,14,21,140.73,0
13590.0,10,89,166.39000000000001,0
13591.0,64,58,230.79999999999998,0
13592.0,35,16,100.16,0
13593.0,107,129,561.76,0
13594.0,52,26,41.48,0
13596.0,5,166,378.97,0
13598.0,46,41,146.99,0
13599.0,0,264,730.88,0
13600.0,311,19,58.22,1
13601.0,44,99,184.38,0
13602.0,64,23,47.4,0
13603.0,25,27,57.02,0
13606.0,28,43,97.56,0
13607.0,39,98,308.76,0
13610.0,11,228,667.1,0
13611.0,88,76,179.35,0
13614.0,23,201,758.75,0
13615.0,312,24,80.86,1
13617.0,39,44,122.75,0
13618.0,173,13,13.46,1
13621.0,116,19,21.45,0
13623.0,30,86,333.64,0
13626.0,252,19,40.67,1
13627.0,58,94,287.26,0
13629.0,22,59,137.13,0
13630.0,4,80,168.67,0
13631.0,99,12,74.72,0
13632.0,24,147,467.59,0
13634.0,32,188,626.15,0
13635.0,67,62,149.16,0
13636.0,36,64,239.73,0
13637.0,51,101,238.95,0
13638.0,15,8,23.94,0
13639.0,73,40,57.72,0
13642.0,215,66,214.57999999999998,1
13643.0,30,28,67.05,0
13644.0,8,148,469.57,0
13645.0,119,5,16.849999999999998,0
13647.0,9,80,270.21,0
13649.0,256,23,73.4,1
13650.0,16,98,316.14,0
13651.0,34,6,36.35,0
13652.0,45,63,196.77,0
13654.0,42,166,419.43,0
13655.0,113,56,186.46,0
13656.0,164,49,84.23,1
13657.0,10,16,47.89,0
13658.0,9,112,500.15,0
13659.0,196,108,411.23,1
13662.0,85,58,192.52,0
13663.0,178,13,58.5,1
13666.0,59,12,44.9,0
13667.0,148,87,211.83,1
13668.0,2,501,1478.95,4
13669.0,50,9,24.76,0
13670.0,74,25,46.92,0
13672.0,300,16,138.41,1
13673.0,18,65,214.62,0
13675.0,150,25,47.57,1
13678.0,151,16,6.3,1
13680.0,0,216,480.41,0
13681.0,17,57,165.44,0
13682.0,186,3,21.25,1
13684.0,285,31,55.34,1
13685.0,2,39,27.330000000000002,0
13686.0,182,8,9.3,1
13689.0,62,6,10.2,0
13690.0,58,9,53.75,0
13692.0,24,55,159.17,0
13693.0,324,4,22.1,1
13694.0,3,585,1163.81,4
13695.0,30,90,238.22,0
13697.0,38,12,16.72,0
13699.0,154,14,88.29,1
13700.0,25,197,312.39,0
13703.0,317,1,9.95,1
13704.0,4,135,450.31,0
13705.0,7,28,213.04,0
13706.0,302,20,55.480000000000004,1
13707.0,266,48,214.24,1
13708.0,270,51,104.93,1
13709.0,3,346,1244.8,4
13710.0,31,8,9.33,0
13711.0,218,13,49.14,1
13712.0,246,10,12.35,1
13715.0,280,108,251.35,1
13716.0,268,21,29.81,1
13717.0,31,103,221.18,0
13718.0,245,12,66.35,1
13719.0,14,60,195.96,0
13720.0,116,43,136.7,0
13721.0,35,28,79.83,0
13722.0,119,86,251.42,0
13723.0,216,6,31.7,1
13725.0,49,118,495.55,0
13726.0,38,42,45.199999999999996,0
13727.0,28,20,58.82,0
13728.0,36,63,343.46,0
13730.0,135,43,139.24,0
13731.0,218,38,163.0,1
13732.0,27,33,52.14,0
13735.0,24,208,849.09,0
13736.0,4,194,422.99,0
13737.0,199,30,115.46000000000001,1
13739.0,17,3,16.45,0
13740.0,240,23,36.71,1
13741.0,71,35,179.77,0
13742.0,16,323,1328.64,4
13743.0,2,42,47.379999999999995,0
13744.0,94,72,122.92,0
13745.0,150,26,16.99,1
13747.0,373,1,9.95,1
13748.0,95,28,111.9,0
13750.0,53,24,120.49,0
13751.0,287,9,31.770000000000003,1
13752.0,123,76,233.33,0
13753.0,287,35,62.8,1
13754.0,151,12,28.049999999999997,1
13755.0,3,343,1051.22,4
13756.0,1,143,390.52,0
13758.0,11,117,384.69,0
13759.0,32,25,84.07,0
13760.0,53,57,113.12,0
13761.0,49,70,206.46,0
13762.0,203,14,17.64,1
13763.0,62,17,55.97,0
13764.0,70,208,566.59,0
13767.0,1,399,1495.38,4
13769.0,1,143,523.44,0
13771.0,63,120,315.33,0
13772.0,33,177,436.11,0
13774.0,81,22,72.4,0
13777.0,0,219,520.74,0
13778.0,102,9,29.7,0
13780.0,6,57,147.24,0
13781.0,250,17,77.47,1
13782.0,12,115,403.48,0
13784.0,9,31,81.78,0
13786.0,366,7,13.25,1
13787.0,75,31,76.81,0
13790.0,3,45,34.73,0
13791.0,42,17,21.29,0
13792.0,65,13,46.1,0
13798.0,0,439,907.66,4
13799.0,116,39,83.08,0
13800.0,309,33,84.28,1
13801.0,66,23,90.95,0
13802.0,137,66,186.68,0
13803.0,254,17,49.69,1
13804.0,30,137,422.44,0
13805.0,51,13,7.71,0
13806.0,63,10,52.33,0
13807.0,366,7,36.05,1
13808.0,5,76,285.24,0
13809.0,304,12,85.3,1
13810.0,28,36,1344.23,0
13811.0,183,14,564.0,1
13812.0,41,36,129.1,0
13813.0,39,71,308.95,0
13814.0,55,58,180.68,0
13815.0,21,177,455.92,0
13816.0,23,33,141.55,0
13817.0,28,24,77.27,0
13819.0,301,36,72.13,1
13821.0,144,59,194.21,0
13822.0,5,96,171.89,0
13823.0,18,40,156.82,0
13824.0,32,46,126.63,0
13826.0,157,12,72.14999999999999,1
13827.0,57,93,348.21,0
13828.0,21,15,28.57,0
13829.0,358,1,8.5,1
13831.0,15,74,292.85,0
13832.0,17,4,10.6,0
13833.0,158,29,142.1,1
13835.0,24,55,176.03,0
13837.0,211,19,41.760000000000005,1
13838.0,5,174,539.84,0
13841.0,252,1,0.85,1
13842.0,58,206,833.12,0
13844.0,10,20,49.21,0
13845.0,64,9,17.59,0
13846.0,24,58,207.42,0
13848.0,91,5,2.31,0
13849.0,51,101,305.42,0
13850.0,87,94,227.82,0
13851.0,95,81,181.35,0
13853.0,8,24,108.71,0
13854.0,8,114,528.0699999999999,0
13856.0,168,17,22.99,1
13858.0,56,11,47.69,0
13859.0,325,28,80.86,1
13860.0,0,77,270.06,0
13862.0,17,142,245.89000000000001,0
13863.0,244,22,53.8,1
13865.0,57,30,117.07,0
13866.0,73,7,23.630000000000003,0
13867.0,30,61,240.59,0
13868.0,6,33,61.19,0
13869.0,122,307,903.99,0
13870.0,1,118,398.33,0
13871.0,22,338,1268.26,4
13873.0,119,24,109.97,0
13874.0,357,18,99.1,1
13875.0,53,104,203.68,0
13876.0,63,7,35.8,0
13877.0,85,3,3.53,0
13878.0,54,36,167.59,0
13880.0,20,165,443.57,0
13881.0,3,180,483.22,0
13882.0,2,66,239.77,0
13883.0,0,155,534.57,0
13884.0,6,60,212.35,0
13885.0,188,28,110.9,1
13886.0,70,16,60.88,0
13887.0,203,19,73.23,1
13888.0,119,40,164.87,0
13889.0,92,15,57.5,0
13890.0,0,114,394.57,0
13892.0,26,27,29.95,0
13893.0,297,21,130.2,1
13894.0,21,30,78.76,0
13895.0,20,119,351.32,0
13897.0,49,17,33.11,0
13898.0,325,12,31.37,1
13899.0,15,19,57.59,0
13900.0,182,43,133.89,1
13901.0,71,149,557.33,0
13904.0,36,26,34.42,0
13908.0,79,126,360.74,0
13911.0,56,148,353.6,0
13914.0,3,34,96.72,0
13917.0,49,18,36.4,0
13918.0,49,30,65.56,0
13919.0,52,33,87.96,0
13922.0,351,7,34.92,1
13923.0,53,20,59.49,0
13924.0,1,137,386.21999999999997,0
13925.0,35,45,304.09,0
13926.0,22,11,71.87,0
13927.0,74,21,56.61,0
13928.0,10,27,155.72,0
13929.0,168,10,57.599999999999994,1
13930.0,57,17,27.89,0
13931.0,85,59,120.32000000000001,0
13932.0,294,16,97.65,1
13933.0,108,23,79.59,0
13934.0,263,31,98.8,1
13936.0,170,27,42.64,1
13937.0,168,9,15.25,1
13938.0,34,7,7.09,0
13939.0,22,46,56.21,0
13940.0,16,49,152.95,0
13941.0,21,47,181.68,0
13946.0,78,11,18.47,0
13947.0,64,5,14.65,0
13948.0,360,3,11.85,1
13949.0,2,160,233.06,0
13950.0,10,36,168.89,0
13951.0,175,39,136.08,1
13952.0,210,138,546.541,1
13953.0,6,20,45.86,0
13954.0,1,30,181.86,0
13955.0,153,33,99.53,1
13956.0,4,152,520.25,0
13958.0,371,5,38.95,1
13959.0,78,92,202.76,0
13960.0,20,12,25.26,0
13962.0,21,11,77.21,0
13963.0,307,35,114.38000000000001,1
13967.0,145,2,7.2,1
13969.0,6,633,1865.24,4
13971.0,8,158,354.1,0
13972.0,70,15,38.19,0
13973.0,286,11,41.32,1
13974.0,48,28,61.51,0
13975.0,30,340,747.65,4
13976.0,206,10,35.68,1
13978.0,14,15,18.16,0
13979.0,72,54,98.94,0
13980.0,59,11,43.06,0
13982.0,38,115,258.46,0
13983.0,29,112,684.1999999999999,0
13984.0,26,17,34.8,0
13985.0,3,353,840.09,4
13986.0,16,13,24.2,0
13988.0,19,239,719.25,0
13989.0,65,41,107.64,0
13990.0,212,16,42.56,1
13991.0,11,86,130.71,0
13992.0,29,5,5.85,0
13993.0,31,125,704.02,0
13994.0,3,155,590.83,0
13995.0,14,87,192.42,0
13999.0,9,212,489.63,0
14000.0,205,16,29.89,1
14001.0,45,40,142.16,0
14002.0,133,47,113.34,0
14004.0,42,171,486.33,0
14005.0,9,84,185.24,0
14006.0,115,30,71.12,0
14009.0,197,44,122.31,1
14012.0,277,11,31.15,1
14013.0,109,34,46.98,0
14014.0,76,39,22.15,0
14015.0,52,20,62.14,0
14016.0,153,162,648.63,1
14019.0,46,68,177.08,0
14020.0,16,39,111.11,0
14021.0,154,22,99.05,1
14022.0,224,28,36.27,1
14023.0,6,31,89.0,0
14024.0,121,16,59.22,0
14027.0,60,6,12.86,0
14029.0,62,15,65.49,0
14030.0,17,243,985.23,0
14031.0,6,258,1185.22,4
14032.0,1,152,359.26,0
14034.0,21,92,213.5,0
14035.0,28,66,185.48,0
14036.0,284,38,166.13,1
14037.0,175,28,96.9,1
14038.0,77,93,179.38,0
14039.0,32,6,12.2,0
14040.0,40,241,917.85,0
14041.0,265,21,39.29,1
14044.0,26,209,536.23,0
14045.0,108,6,25.4,0
14046.0,283,14,7.57,1
14047.0,8,34,164.03,0
14048.0,276,88,193.62,1
14049.0,16,505,1290.9,4
14050.0,31,54,83.09,0
14051.0,0,215,1008.5,0
14052.0,19,56,161.4,0
14053.0,123,4,5.51,0
14054.0,64,6,9.08,0
14055.0,105,10,44.53,0
14056.0,0,1128,3172.58,4
14057.0,23,291,552.77,0
14059.0,266,8,18.5,1
14060.0,4,203,291.44,0
14062.0,9,111,313.65,0
14064.0,28,82,128.41,0
14066.0,266,7,30.55,1
14067.0,63,52,148.85,0
14068.0,319,24,98.2,1
14071.0,3,333,792.43,4
14073.0,20,14,33.59,0
14075.0,4,43,77.97,0
14076.0,128,46,92.42,0
14077.0,40,42,111.97,0
14078.0,101,65,174.23,0
14079.0,124,12,39.28,0
14080.0,32,4,3.8,0
14081.0,266,156,493.97,1
14082.0,364,29,75.04,1
14083.0,3,181,507.93,0
14085.0,1,451,1093.28,4
14087.0,2,70,110.78,0
14088.0,9,590,3376.44,4
14089.0,56,14,30.9,0
14090.0,324,1,1.06,1
14092.0,7,217,593.62,0
14093.0,11,105,156.42,0
14096.0,3,5128,41376.33,3
14098.0,36,21,35.8,0
14099.0,15,252,659.59,0
14100.0,137,26,88.10000000000001,0
14101.0,73,35,60.55,0
14102.0,4,84,177.83,0
14104.0,154,21,166.60999999999999,1
14105.0,84,76,221.79,0
14107.0,51,124,330.02,0
14108.0,30,35,108.92,0
14109.0,22,14,38.55,0
14110.0,3,157,372.77,0
14111.0,13,11,41.05,0
14112.0,22,173,461.93,0
14113.0,3,40,107.86,0
14114.0,273,15,94.69,1
14116.0,19,72,234.12,0
14117.0,143,3,3.75,0
14119.0,353,1,9.95,1
14121.0,3,161,394.73,0
14124.0,83,5,1.79,0
14125.0,10,167,527.94,0
14126.0,7,16,61.86,0
14127.0,122,44,174.22,0
14128.0,60,46,87.17,0
14129.0,1,52,142.19,0
14130.0,318,67,191.98,1
14132.0,1,201,346.5,0
14133.0,129,30,111.36,0
14135.0,1,134,331.31,0
14138.0,1,47,108.65,0
14139.0,45,26,37.9,0
14140.0,3,67,127.88,0
14141.0,2,46,158.18,0
14142.0,372,22,38.95,1
14143.0,133,7,38.4,0
14145.0,46,12,59.400000000000006,0
14146.0,8,245,653.19,0
14147.0,48,6,24.0,0
14148.0,233,3,22.65,1
14149.0,212,40,123.94,1
14150.0,35,26,43.74,0
14152.0,74,50,56.88,0
14154.0,238,52,410.44,1
14155.0,265,6,32.7,1
14156.0,9,1420,6544.29,4
14157.0,19,49,108.43,0
14158.0,39,41,63.0,0
14159.0,19,1212,1810.56,4
14161.0,215,108,343.13,1
14162.0,173,25,97.23,1
14163.0,86,52,246.38,0
14164.0,70,29,45.07,0
14165.0,275,25,80.94,1
14167.0,38,52,223.52,0
14171.0,97,58,167.41,0
14173.0,10,29,126.92999999999999,0
14174.0,32,26,50.37,0
14175.0,50,164,620.08,0
14176.0,296,32,112.25,1
14177.0,84,43,187.51,0
14178.0,8,327,556.92,4
14179.0,40,165,464.24,0
14180.0,10,248,2332.49,4
14184.0,66,24,130.04,0
14185.0,330,3,179.2,1
14188.0,8,71,138.18,0
14189.0,1,277,605.24,0
14191.0,1,263,533.0600000000001,0
14193.0,67,42,114.41,0
14194.0,4,604,2032.61,4
14195.0,201,8,42.8,1
14196.0,106,6,19.59,0
14198.0,3,44,204.44,0
14199.0,217,2,11.799999999999999,1
14201.0,59,39,104.1,0
14204.0,1,44,105.82000000000001,0
14205.0,10,39,163.15,0
14206.0,238,21,45.89,1
14208.0,94,10,35.269999999999996,0
14209.0,10,88,462.46,0
14210.0,90,103,394.22,0
14211.0,52,118,339.18,0
14212.0,89,9,11.27,0
14213.0,371,5,24.45,1
14214.0,30,70,160.98,0
14215.0,11,109,242.83,0
14216.0,2,59,278.26,0
14217.0,1,107,605.34,0
14218.0,42,12,17.28,0
14219.0,3,7,16.02,0
14220.0,246,21,71.32000000000001,1
14221.0,41,194,636.28,0
14222.0,176,41,69.98,1
14223.0,91,61,241.94,0
14224.0,109,118,455.21999999999997,0
14226.0,28,73,221.88,0
14227.0,25,183,525.57,0
14229.0,51,43,145.95,0
14231.0,178,54,235.28,1
14232.0,31,118,213.46,0
14233.0,43,36,99.36,0
14234.0,21,159,252.98,0
14235.0,9,80,163.67000000000002,0
14236.0,80,15,30.98,0
14237.0,372,9,64.1,1
14238.0,325,8,18.299999999999997,1
14239.0,42,116,430.85,0
14240.0,29,42,144.47,0
14241.0,183,10,19.55,1
14242.0,234,16,59.53,1
14243.0,8,148,584.33,0
14245.0,175,112,348.95,1
14246.0,110,75,223.01,0
14247.0,277,20,78.24,1
14248.0,317,8,24.42,1
14250.0,6,111,276.08,0
14251.0,1,78,161.4,0
14256.0,253,54,223.25,1
14257.0,50,107,303.41,0
14258.0,8,112,435.97,0
14259.0,141,5,14.15,0
14261.0,50,52,263.33,0
14262.0,7,143,298.97,0
14264.0,154,19,124.54,1
14265.0,108,31,181.75,0
14267.0,150,66,287.71,1
14270.0,331,29,132.55,1
14271.0,225,10,24.91,1
14272.0,73,33,74.83,0
14273.0,50,29,72.06,0
14276.0,87,75,192.99,0
14277.0,14,228,872.14,0
14280.0,196,8,37.87,1
14282.0,2,156,249.65,0
14284.0,30,34,165.2,0
14285.0,20,27,130.15,0
14286.0,23,285,439.81,0
14287.0,7,11,23.07,0
14288.0,211,17,60.85,1
14289.0,8,47,251.28,0
14290.0,10,103,376.16,0
14291.0,1,238,624.46,0
14292.0,7,108,361.73,0
14293.0,2,61,134.59,0
14295.0,39,7,21.15,0
14297.0,17,64,156.57,0
14298.0,2,1640,2455.5,4
14299.0,7,162,573.8,0
14300.0,18,3,4.1499999999999995,0
14301.0,107,16,21.53,0
14304.0,222,27,112.25,1
14305.0,70,110,264.84000000000003,0
14306.0,50,35,146.36,0
14307.0,88,180,447.56,0
14309.0,7,123,308.82,0
14311.0,224,27,147.76999999999998,1
14312.0,46,87,308.68,0
14314.0,106,8,5.33,0
14315.0,20,104,381.06,0
14317.0,64,24,74.34,0
14320.0,206,42,82.48,1
14321.0,10,123,174.5,0
14323.0,114,41,123.92,0
14326.0,234,9,26.65,1
14327.0,162,12,31.05,1
14329.0,8,269,776.92,0
14331.0,123,28,84.53999999999999,0
14332.0,22,26,55.03,0
14333.0,63,19,159.7,0
14334.0,16,163,545.98,0
14335.0,15,63,144.24,0
14336.0,16,90,145.36,0
14338.0,157,34,128.91,1
14339.0,234,18,35.19,1
14340.0,218,6,17.6,1
14341.0,44,130,337.4,0
14342.0,20,24,75.0,0
14344.0,126,71,300.02,0
14345.0,38,6,20.94,0
14346.0,120,60,276.14,0
14348.0,259,18,53.32,1
14349.0,9,31,71.9,0
14350.0,270,21,46.45,1
14351.0,164,1,4.25,1
14352.0,156,47,181.7,1
14353.0,214,6,8.2,1
14354.0,5,9,11.14,0
14355.0,365,11,31.35,1
14356.0,59,38,146.68,0
14357.0,42,41,79.96000000000001,0
14359.0,18,58,228.2,0
14360.0,31,118,365.85,0
14362.0,21,41,95.47,0
14364.0,108,69,208.8,0
14367.0,7,533,1700.53,4
14368.0,319,8,49.0,1
14371.0,294,4,15.1,1
14373.0,357,4,46.5,1
14375.0,184,75,140.92,1
14377.0,190,11,100.65,1
14379.0,43,46,99.44,0
14381.0,51,56,91.16,0
14382.0,25,131,211.0,0
14383.0,37,59,196.23,0
14385.0,8,14,22.630000000000003,0
14386.0,296,7,27.200000000000003,1
14387.0,32,140,473.5,0
14388.0,8,191,532.91,0
14389.0,8,62,123.08,0
14390.0,9,291,912.19,4
14393.0,217,5,26.950000000000003,1
14395.0,1,353,1003.32,4
14396.0,64,73,191.76,0
14397.0,0,95,194.75,0
14400.0,140,26,47.17,0
14401.0,3,183,260.48,0
14403.0,129,26,174.57,0
14404.0,33,104,320.76,0
14406.0,118,8,30.36,0
14407.0,106,76,305.89,0
14408.0,10,107,202.5,0
14409.0,70,55,153.54000000000002,0
14410.0,15,287,714.7,0
14411.0,310,14,114.45,1
14412.0,34,45,107.78999999999999,0
14413.0,361,23,64.55,1
14414.0,91,98,92.66,0
14415.0,0,612,1806.34,4
14416.0,21,14,23.36,0
14418.0,3,124,265.44,0
14419.0,10,206,515.86,0
14420.0,84,30,46.06,0
14421.0,56,27,71.15,0
14422.0,0,222,623.87,0
14423.0,217,3,5.949999999999999,1
14424.0,17,1,6.71,0
14426.0,18,264,846.92,0
14427.0,49,17,33.78,0
14428.0,6,148,609.87,0
14431.0,298,22,123.88,1
14432.0,9,382,554.21,4
14434.0,21,12,53.42,0
14436.0,98,9,19.06,0
14437.0,142,6,111.65,0
14438.0,305,9,14.35,1
14439.0,319,32,207.39,1
14440.0,7,55,258.63,0
14441.0,0,59,369.8,0
14442.0,1,68,428.33,0
14443.0,53,98,247.21,0
14446.0,0,293,538.63,0
14447.0,18,70,180.36,0
14448.0,8,20,54.35,0
14449.0,18,258,427.66,0
14450.0,180,40,111.62,1
14451.0,59,109,214.68,0
14452.0,10,62,193.92000000000002,0
14453.0,189,22,83.1,1
14456.0,4,977,1737.26,4
14457.0,310,4,5.0200000000000005,1
14459.0,154,37,127.15,1
14460.0,109,17,14.879999999999999,0
14461.0,147,180,669.93,0
14462.0,63,246,703.48,0
14463.0,97,6,35.86,0
14465.0,246,130,367.67,1
14466.0,28,72,273.15,0
14467.0,17,90,248.27,0
14470.0,11,43,208.07,0
14472.0,103,281,777.25,0
14473.0,73,7,28.75,0
14474.0,42,30,199.26,0
14475.0,71,47,163.59,0
14476.0,256,19,62.15,1
14477.0,19,11,20.71,0
14479.0,253,18,72.3,1
14480.0,10,13,39.02,0
14481.0,164,30,59.82,1
14482.0,17,144,351.7,0
14483.0,149,10,20.62,1
14484.0,49,14,29.34,0
14485.0,38,47,126.1,0
14487.0,26,145,372.19,0
14488.0,50,49,109.74,0
14489.0,206,30,53.31,1
14491.0,174,17,77.22,1
14493.0,6,123,372.1,0
14494.0,25,7,11.629999999999999,0
14495.0,50,6,12.05,0
14496.0,311,19,107.43,1
14497.0,300,31,147.78,1
14498.0,42,193,541.89,0
14499.0,25,194,380.25,0
14500.0,87,7,43.5,0
14501.0,63,12,24.650000000000002,0
14502.0,19,631,1524.53,4
14503.0,2,164,437.26,0
14504.0,46,107,372.65,0
14505.0,16,803,2334.58,4
14506.0,16,316,1063.41,4
14507.0,23,98,307.04,0
14508.0,21,57,195.64000000000001,0
14511.0,10,71,181.97,0
14512.0,187,23,106.07,1
14513.0,100,18,46.37,0
14514.0,60,73,235.53,0
14515.0,17,101,282.58,0
14517.0,32,18,96.0,0
14518.0,63,16,43.19,0
14520.0,1,4,12.83,0
14522.0,23,17,43.04,0
14523.0,107,12,32.64,0
14524.0,31,203,820.66,0
14525.0,8,298,968.14,4
14527.0,2,1011,5996.64,4
14528.0,36,18,35.53,0
14529.0,59,229,450.81,0
14530.0,25,216,897.79,0
14532.0,235,64,359.90000000000003,1
14533.0,24,65,94.49000000000001,0
14534.0,2,558,1838.32,4
14535.0,58,333,837.32,4
14536.0,259,19,91.8,1
14537.0,57,10,29.630000000000003,0
14538.0,64,19,63.06,0
14539.0,15,32,66.53,0
14540.0,9,76,293.53,0
14541.0,58,111,273.51,0
14542.0,185,5,27.05,1
14543.0,3,107,723.74,0
14544.0,23,114,275.52,0
14546.0,3,417,1142.54,4
14547.0,3,367,1053.88,4
14548.0,150,4,10.2,1
14549.0,310,56,179.9,1
14550.0,10,48,104.85000000000001,0
14551.0,17,10,47.02,0
14552.0,151,58,108.76,1
14553.0,18,113,420.77,0
14554.0,9,216,595.48,0
14555.0,56,21,63.230000000000004,0
14557.0,63,32,50.88,0
14560.0,6,76,374.56,0
14561.0,75,69,137.01,0
14562.0,3,446,1555.62,4
14565.0,95,129,503.84,0
14566.0,110,4,7.16,0
14567.0,34,34,125.44,0
14569.0,0,12,47.04,0
14570.0,280,29,97.79,1
14572.0,2,273,835.88,0
14573.0,179,241,1091.49,1
14576.0,371,1,2.95,1
14577.0,12,123,325.13,0
14578.0,2,24,58.83,0
14581.0,16,17,26.91,0
14582.0,40,6,20.34,0
14583.0,5,330,658.83,4
14584.0,168,101,354.66,1
14585.0,49,29,57.7,0
14586.0,226,27,17.42,1
14587.0,18,384,916.45,4
14589.0,371,3,23.85,1
14591.0,14,197,553.71,0
14592.0,34,164,335.32,0
14593.0,21,152,313.6,0
14594.0,6,53,177.51,0
14595.0,19,102,296.08,0
14597.0,10,55,81.18,0
14598.0,43,50,76.08,0
14600.0,305,25,134.07,1
14601.0,10,7,10.04,0
14603.0,274,2,3.3,1
14606.0,0,2782,7839.02,4
14607.0,15,114,251.64,0
14608.0,3,20,84.5,0
14609.0,71,4,0.49,0
14616.0,242,3,10.32,1
14618.0,8,17,73.34,0
14619.0,238,22,104.89999999999999,1
14620.0,203,30,92.23,1
14621.0,0,96,295.53,0
14622.0,184,21,67.46000000000001,1
14623.0,31,135,415.65,0
14624.0,56,13,26.92,0
14625.0,184,57,285.34,1
14626.0,8,126,434.96,0
14627.0,311,5,21.85,1
14628.0,90,24,109.09,0
14629.0,3,153,573.25,0
14631.0,50,41,97.74,0
14632.0,262,8,20.32,1
14633.0,265,20,108.05,1
14636.0,35,28,85.07000000000001,0
14638.0,50,16,66.55,0
14639.0,51,175,839.15,0
14640.0,15,113,439.38,0
14641.0,21,7,9.030000000000001,0
14642.0,58,2,6.01,0
14643.0,169,34,50.45,1
14644.0,8,29,138.03,0
14645.0,156,30,108.66,1
14646.0,1,2085,5400.21,4
14647.0,200,30,71.16,1
14649.0,4,199,507.05,0
14651.0,66,102,295.48,0
14652.0,76,29,86.6,0
14653.0,0,237,786.8,0
14655.0,3,50,133.74,0
14656.0,168,80,221.48,1
14657.0,17,127,354.37,0
14658.0,4,29,162.06,0
14659.0,8,259,785.89,0
14660.0,86,30,70.76,0
14661.0,26,4,15.8,0
14662.0,28,168,399.88,0
14664.0,19,99,196.29,0
14665.0,60,117,500.31,0
14666.0,23,14,25.999999999999996,0
14667.0,10,576,1793.92,4
14669.0,241,170,460.02,1
14670.0,279,132,215.49,1
14672.0,234,61,178.22,1
14673.0,2,74,177.23,0
14675.0,15,102,227.47,0
14676.0,30,44,76.96000000000001,0
14679.0,371,1,2.55,1
14680.0,24,320,776.31,4
14681.0,70,7,50.45,0
14682.0,187,2,1.3,1
14684.0,25,421,713.45,4
14687.0,106,15,34.05,0
14688.0,7,359,753.2,4
14689.0,208,13,28.35,1
14690.0,43,54,149.31,0
14691.0,30,71,260.32,0
14692.0,136,69,200.35,0
14693.0,264,8,27.8,1
14696.0,3,133,327.28000000000003,0
14697.0,217,22,71.22,1
14698.0,1,210,603.27,0
14699.0,213,8,17.69,1
14700.0,31,115,272.2,0
14701.0,10,350,1087.42,4
14702.0,0,348,1321.31,4
14703.0,14,22,45.13,0
14704.0,10,415,926.51,4
14705.0,198,1,1.79,1
14708.0,2,29,88.96,0
14709.0,14,197,544.96,0
14710.0,13,139,288.6,0
14711.0,9,359,1703.02,4
14712.0,28,25,82.7,0
14713.0,8,341,840.78,4
14714.0,23,10,32.87,0
14715.0,24,71,237.3,0
14716.0,42,55,76.76,0
14719.0,1,238,569.33,0
14720.0,5,37,212.55,0
14722.0,146,29,87.85,1
14723.0,9,278,624.8,0
14725.0,24,52,228.6,0
14727.0,273,10,70.84,1
14729.0,373,71,153.3,1
14730.0,0,501,1265.42,4
14731.0,46,45,94.6,0
14732.0,7,149,508.99,0
14733.0,8,216,859.21,0
14735.0,3,205,759.51,0
14737.0,3,17,61.44,0
14738.0,38,56,199.35,0
14739.0,1,61,124.97,0
14740.0,190,93,276.51,1
14741.0,11,59,153.58,0
14744.0,15,28,89.69,0
14745.0,112,70,117.45,0
14747.0,247,19,121.35,1
14748.0,28,92,181.12,0
14752.0,43,5,12.52,0
14753.0,86,30,107.95,0
14754.0,44,41,91.76,0
14755.0,9,237,982.82,0
14756.0,14,38,132.22,0
14757.0,74,19,74.56,0
14758.0,144,71,472.69,0
14759.0,4,102,550.2,0
14760.0,293,7,20.25,1
14761.0,58,11,25.0,0
14762.0,263,21,28.02,1
14764.0,43,7,10.8,0
14765.0,28,39,116.09,0
14766.0,7,137,374.31,0
14768.0,16,6,22.5,0
14769.0,2,1094,2970.44,4
14770.0,231,52,179.11,1
14772.0,111,9,31.580000000000002,0
14775.0,57,60,63.11,0
14776.0,50,134,131.2,0
14777.0,3,3,7.550000000000001,0
14778.0,126,35,109.95,0
14779.0,280,41,279.8,1
14780.0,54,27,74.7,0
14782.0,319,6,15.100000000000001,1
14784.0,25,15,57.910000000000004,0
14785.0,9,3,2.83,0
14788.0,6,30,77.66,0
14789.0,28,6,12.34,0
14790.0,16,46,68.0,0
14792.0,63,4,12.4,0
14793.0,3,15,50.56,0
14794.0,2,82,336.14,0
14795.0,165,6,44.0,1
14796.0,0,1165,2322.33,4
